Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon,lat_1,lat_2,lon_1,lon_2,lat_1_radians,lat_2_radians,lon_1_radians,lon_2_radians,distance (miles),distance (Km)
"Dubai, United Arab Emirates - Milan, Italy",DXB,MXP,25.3,55.35,45.47,9.18,25.3,45.47,55.35,9.18,0.441568143,0.793600927,0.966039396,0.160221168,2902,4670
"Los Angeles, United States Of America - Miami, United States Of America",LAX,MIA,34.1,-118.24,33.4,-110.87,34.1,33.4,-118.24,-110.87,0.595157062,0.582939762,-2.06367657,-1.93504585,427,686
"Dubai, United Arab Emirates - Madras, India",DXB,MAA,25.3,55.35,13.05,80.23,25.3,13.05,55.35,80.23,0.441568143,0.227765386,0.966039396,1.400277158,1828,2942
"Frankfurt, Germany - Madras, India",FRA,MAA,50.1,8.56,13.05,80.23,50.1,13.05,8.56,80.23,0.874409643,0.227765386,0.149400131,1.400277158,4724,7603
"Toronto, Canada - Washington Dc, United States Of America",DCA,YYZ,38.9,-77.04,43.68,-79.61,38.9,43.68,-77.04,-79.61,0.678932836,0.762359545,-1.344601175,-1.389456121,357,574
"Hong Kong, Hong Kong - Singapore, Singapore",SIN,HKG,1.3,103.98,22.32,113.94,1.3,22.32,103.98,113.94,0.022689272,0.38955735,1.814792707,1.988627439,1601,2576
"Atlanta, United States Of America - Washington Dc, United States Of America",ATL,IAD,42.9,-83.53,38.96,-77.45,42.9,38.96,-83.53,-77.45,0.748745981,0.679980033,-1.457873003,-1.351757022,418,673
"Edinburgh, United Kingdom - Manchester, United Kingdom",EDI,MAN,56,-3.34,53.37,0.1,56,53.37,-3.34,0.1,0.977384032,0.931481889,-0.058293976,0.001745329,228,367
"Belfast-city, United Kingdom - Birmingham, United Kingdom",BHD,BHX,54.6,-5.87,52.45,-1.73,54.6,52.45,-5.87,-1.73,0.952949431,0.915424865,-0.10245079,-0.030194185,226,364
"London, United Kingdom - Paris, France",CDG,LHR,49,2.54,51.47,-0.45,49,51.47,2.54,-0.45,0.855211028,0.898320645,0.044331347,-0.007853979,216,348
"Bombay, India - Dubai, United Arab Emirates",BOM,DXB,19.1,72.86,25.25,55.35,19.1,25.25,72.86,55.35,0.333357768,0.440695479,1.271646438,0.966039396,1198,1928
"Hong Kong, Hong Kong - Zurich, Switzerland",ZRH,HKG,47.5,8.57,22.32,113.94,47.5,22.32,8.57,113.94,0.829031098,0.38955735,0.149574663,1.988627439,5771,9287
"Lisbon, Portugal - Maputo, Mozambique",LIS,MPM,38.8,-9.13,-25.92,32.57,38.8,-25.92,-9.13,32.57,0.677187508,-0.45238918,-0.159348504,0.568453534,5226,8410
"London, United Kingdom - Rabat, Morocco",LHR,RBA,49,2.54,30.74,-6.45,49,30.74,2.54,-6.45,0.855211028,0.53651402,0.044331347,-0.112573697,1348,2169
"Rio De Janeiro, Brazil - Sao Paulo, Brazil",GRU,GIG,-23.4,-46.48,-22.81,-43.24,-23.4,-22.81,-46.48,-43.24,-0.408406899,-0.39810946,-0.811228746,-0.754680099,210,338
"Karachi, Pakistan - London, United Kingdom",KHI,LHR,24.9,67.15,51.47,-0.45,24.9,51.47,67.15,-0.45,0.434586828,0.898320645,1.171988174,-0.007853979,3942,6345
"Los Angeles, United States Of America - Sydney, Australia",SYD,LAX,-33.9,151.23,34.05,-118.24,-33.9,34.05,151.23,-118.24,-0.591666405,0.594284398,2.639460484,-2.06367657,7510,12087
"Paris, France - Singapore, Singapore",SIN,CDG,1.3,103.98,49.01,2.54,1.3,49.01,103.98,2.54,0.022689272,0.855385561,1.814792707,0.044331347,6674,10740
"Copenhagen, Denmark - Helsinki, Finland",CPH,HEL,55.6,12.64,60.31,24.97,55.6,60.31,12.64,24.97,0.970402717,1.052607696,0.220609539,0.435808558,556,895
"Madrid, Spain - Santiago De Compostela, Spain",MAD,SCQ,40.5,-3.58,42.9,-8.42,40.5,42.9,-3.58,-8.42,0.706858094,0.748745981,-0.062482765,-0.14695667,300,483
"Delhi, India - Hong Kong, Hong Kong",HKG,DEL,22.3,113.94,28.66,77.26,22.3,28.66,113.94,77.26,0.389208284,0.500211185,1.988627439,1.348440898,2323,3738
"Amman, Jordan - Dubai, United Arab Emirates",AMM,DXB,32,35.94,25.25,55.35,32,25.25,35.94,55.35,0.558505161,0.440695479,0.627271109,0.966039396,1265,2036
"Los Angeles, United States Of America - San Diego, United States Of America",SAN,LAX,32.7,-102.18,34.05,-118.24,32.7,34.05,-102.18,-118.24,0.570722461,0.594284398,-1.783376792,-2.06367657,931,1499
"Boston, United States Of America - Doha, Qatar",DOH,BOS,51.5,-0.45,42.21,-71,51.5,42.21,-0.45,-71,0.898844243,0.736703214,-0.007853979,-1.239183326,3265,5255
"Austin, United States Of America - Tokyo, Japan",AUS,NRT,32.9,-97.04,35.75,140.39,32.9,35.75,-97.04,140.39,0.574213119,0.623954984,-1.693666901,2.450266861,6421,10334
"Taipei-sung Shan, Taiwan - Tokyo, Japan",HND,TSA,35.6,139.75,25.06,121.55,35.6,25.06,139.75,121.55,0.621336992,0.437379354,2.439096758,2.121446947,1305,2100
"Stockholm, Sweden - Zurich, Switzerland",ARN,ZRH,60.7,15.85,47.45,8.57,60.7,47.45,15.85,8.57,1.059414477,0.828158434,0.276634588,0.149574663,962,1547
"New York, United States Of America - Seoul, Republic Of Korea",JFK,ICN,40.6,-73.79,37.45,126.66,40.6,37.45,-73.79,126.66,0.708603423,0.653625571,-1.287877995,2.21063324,6898,11102
"Frankfurt, Germany - Tel Aviv-yafo, Israel",FRA,TLV,50.1,8.56,32.01,34.89,50.1,32.01,8.56,34.89,0.874409643,0.558679694,0.149400131,0.608945158,1840,2961
"Addis Ababa, Ethiopia - Johannesburg, South Africa",JNB,ADD,-26.1,28.23,8.98,38.8,-26.1,8.98,28.23,38.8,-0.455530772,0.156730511,0.492706272,0.677187508,2528,4069
"Boston, United States Of America - New York, United States Of America",BOS,LGA,42.2,-71,40.77,-73.88,42.2,40.77,-71,-73.88,0.736528681,0.711570482,-1.239183326,-1.28944879,179,288
"New Orleans, United States Of America - Newark, United States Of America",MSY,EWR,30,-90.26,40.69,-74.18,30,40.69,-90.26,-74.18,0.523598588,0.710174219,-1.57533362,-1.294684776,1167,1878
"Geneva, Switzerland - Paris, France",CDG,GVA,49,2.54,46.23,6.11,49,46.23,2.54,6.11,0.855211028,0.806865425,0.044331347,0.106639579,254,408
"Atlanta, United States Of America - Mexico City, Mexico",MEX,ATL,19.4,-99.16,42.94,-83.53,19.4,42.94,-99.16,-83.53,0.338593754,0.749444113,-1.730667867,-1.457873003,1865,3002
"Montpellier, France - Paris, France",MPL,ORY,43.6,3.96,48.73,2.37,43.6,48.73,3.96,2.37,0.760963282,0.85049864,0.069115014,0.041364288,363,584
"Hong Kong, Hong Kong - London, United Kingdom",HKG,LHR,22.3,113.94,51.47,-0.45,22.3,51.47,113.94,-0.45,0.389208284,0.898320645,1.988627439,-0.007853979,5992,9643
"Boston, United States Of America - London, United Kingdom",LHR,BOS,51.5,-0.45,42.21,-71,51.5,42.21,-0.45,-71,0.898844243,0.736703214,-0.007853979,-1.239183326,3265,5255
"Bombay, India - New York, United States Of America",BOM,JFK,19.1,72.86,40.64,-73.79,19.1,40.64,72.86,-73.79,0.333357768,0.709301554,1.271646438,-1.287877995,7795,12545
"Lisbon, Portugal - Miami, United States Of America",MIA,LIS,51.5,-0.45,38.77,-9.13,51.5,38.77,-0.45,-9.13,0.898844243,0.676663909,-0.007853979,-0.159348504,975,1570
"San Jose, United States Of America - Sao Paulo, Brazil",SJC,GRU,32.9,-97.04,-23.42,-46.48,32.9,-23.42,-97.04,-46.48,0.574213119,-0.408755965,-1.693666901,-0.811228746,5127,8251
"Doha, Qatar - New York, United States Of America",DOH,JFK,25.3,51.56,40.64,-73.79,25.3,40.64,51.56,-73.79,0.441568143,0.709301554,0.899891441,-1.287877995,6696,10776
"Munich, Germany - Newark, United States Of America",MUC,EWR,48.3,11.77,40.69,-74.18,48.3,40.69,11.77,-74.18,0.842993727,0.710174219,0.20542518,-1.294684776,4047,6513
"Singapore, Singapore - Zurich, Switzerland",SIN,ZRH,1.3,103.98,47.45,8.57,1.3,47.45,103.98,8.57,0.022689272,0.828158434,1.814792707,0.149574663,6412,10318
"Malaga, Spain - New York, United States Of America",JFK,AGP,40.6,-73.79,36.68,-4.49,40.6,36.68,-73.79,-4.49,0.708603423,0.640186541,-1.287877995,-0.078365255,3655,5882
"Frankfurt, Germany - Vienna, Austria",VIE,FRA,48.2,16.37,50.05,8.56,48.2,50.05,16.37,8.56,0.841248399,0.873536978,0.285710296,0.149400131,376,605
"Dublin, Republic Of Ireland - Milan, Italy",DUB,LIN,53.3,-6.25,45.47,9.18,53.3,45.47,-6.25,9.18,0.930260159,0.793600927,-0.109083039,0.160221168,878,1413
"Lisbon, Portugal - London, United Kingdom",LHR,LIS,51.5,-0.45,38.77,-9.13,51.5,38.77,-0.45,-9.13,0.898844243,0.676663909,-0.007853979,-0.159348504,975,1570
"Milan, Italy - Newark, United States Of America",LIN,EWR,51.5,-0.45,40.69,-74.18,51.5,40.69,-0.45,-74.18,0.898844243,0.710174219,-0.007853979,-1.294684776,3460,5568
"Singapore, Singapore - Taipei, Taiwan",TPE,SIN,25.1,121.24,1.34,103.98,25.1,1.34,121.24,103.98,0.438077486,0.023387404,2.116036428,1.814792707,2007,3230
"Jakarta-soekarno, Indonesia - Singapore, Singapore",CGK,SIN,-6.1,106.66,1.34,103.98,-6.1,1.34,106.66,103.98,-0.106465046,0.023387404,1.861567515,1.814792707,547,880
"Manchester, United Kingdom - Philadelphia, United States Of America",PHL,MAN,45.1,-89.01,53.37,0.1,45.1,53.37,-89.01,0.1,0.787143211,0.931481889,-1.553517012,0.001745329,3797,6111
"Berlin, Germany - Frankfurt, Germany",FRA,TXL,50.1,8.56,52.55,13.29,50.1,52.55,8.56,13.29,0.874409643,0.917170194,0.149400131,0.231954175,265,427
"Cape Town, South Africa - Singapore, Singapore",SIN,CPT,1.3,103.98,-33.97,18.59,1.3,-33.97,103.98,18.59,0.022689272,-0.592888135,1.814792707,0.324456592,6011,9674
"Lisbon, Portugal - Philadelphia, United States Of America",PHL,LIS,45.1,-89.01,38.77,-9.13,45.1,38.77,-89.01,-9.13,0.787143211,0.676663909,-1.553517012,-0.159348504,3963,6378
"Charleston, United States Of America - New York, United States Of America",LGA,CHS,40.8,-73.88,32.88,-80.04,40.8,32.88,-73.88,-80.04,0.71209408,0.573864053,-1.28944879,-1.396961034,645,1038
"Newark, United States Of America - Richmond, United States Of America",EWR,RIC,40.7,-74.18,45.75,-94.22,40.7,45.75,-74.18,-94.22,0.710348752,0.798487847,-1.294684776,-1.644448633,1065,1714
"Madrid, Spain - Sao Paulo, Brazil",MAD,SAO,40.5,-3.58,-14.24,-51.41,40.5,-14.24,-3.58,-51.41,0.706858094,-0.248534797,-0.062482765,-0.897273448,4871,7839
"Manchester, United Kingdom - Vilnius, Lithuania",MAN,VNO,50.1,8.56,54.64,25.28,50.1,54.64,8.56,25.28,0.874409643,0.953647562,0.149400131,0.441219077,770,1240
"Bombay, India - Hong Kong, Hong Kong",HKG,BOM,22.3,113.94,19.09,72.86,22.3,19.09,113.94,72.86,0.389208284,0.333183235,1.988627439,1.271646438,2659,4280
"Dubai, United Arab Emirates - Gaborone, Botswana",DXB,GBE,-26.1,28.23,-24.56,25.93,-26.1,-24.56,28.23,25.93,-0.455530772,-0.428652711,0.492706272,0.452563713,179,288
"Newark, United States Of America - Turin, Italy",TRN,EWR,48.3,11.77,40.69,-74.18,48.3,40.69,11.77,-74.18,0.842993727,0.710174219,0.20542518,-1.294684776,4047,6513
"Lisbon, Portugal - Sao Paulo, Brazil",VCP,LIS,-23,-47.14,38.77,-9.13,-23,38.77,-47.14,-9.13,-0.401425584,0.676663909,-0.822747915,-0.159348504,4931,7935
"Dubai, United Arab Emirates - Tokyo, Japan",NRT,DXB,35.8,140.39,25.25,55.35,35.8,25.25,140.39,55.35,0.624827649,0.440695479,2.450266861,0.966039396,4964,7988
"Boston, United States Of America - Dallas, United States Of America",BOS,DFW,42.2,-71,32.87,-97.04,42.2,32.87,-71,-97.04,0.736528681,0.57368952,-1.239183326,-1.693666901,1559,2509
"Durban, South Africa - Johannesburg, South Africa",DUR,JNB,-30,30.95,-26.13,28.23,-30,-26.13,30.95,28.23,-0.523598588,-0.45605437,0.54017921,0.492706272,315,507
"New York, United States Of America - West Palm Beach, United States Of America",PBI,JFK,26.7,-80.09,40.64,-73.79,26.7,40.64,-80.09,-73.79,0.466002744,0.709301554,-1.397833698,-1.287877995,1029,1657
"Dar Es Salaam, United Rep. Of Tanzania - Gaborone, Botswana",GBE,DAR,-26.1,28.23,-6.88,39.2,-26.1,-6.88,28.23,39.2,-0.455530772,-0.12007861,0.492706272,0.684168822,1513,2435
"Los Angeles, United States Of America - Singapore, Singapore",SIN,LAX,1.3,103.98,34.05,-118.24,1.3,34.05,103.98,-118.24,0.022689272,0.594284398,1.814792707,-2.06367657,8779,14128
"Madrid, Spain - Paris, France",ORY,MAD,48.7,2.37,40.46,-3.58,48.7,40.46,2.37,-3.58,0.849975042,0.706159963,0.041364288,-0.062482765,640,1031
"Atlanta, United States Of America - Dallas, United States Of America",ATL,DFW,42.9,-83.53,32.87,-97.04,42.9,32.87,-83.53,-97.04,0.748745981,0.57368952,-1.457873003,-1.693666901,1010,1626
"Glasgow, United Kingdom - Johannesburg, South Africa",GLA,JNB,51.5,-0.45,-26.13,28.23,51.5,-26.13,-0.45,28.23,0.898844243,-0.45605437,-0.007853979,0.492706272,5646,9086
"Bari, Italy - Milan, Italy",BRI,LIN,41.1,16.87,45.47,9.18,41.1,45.47,16.87,9.18,0.717330066,0.793600927,0.29443694,0.160221168,491,790
"Entebbe/kampala, Uganda - Johannesburg, South Africa",JNB,EBB,-26.1,28.23,0.04,32.44,-26.1,0.04,28.23,32.44,-0.455530772,0.000698131,0.492706272,0.566184607,1830,2945
"London, United Kingdom - Nice, France",LCY,NCE,51.5,0.05,43.67,7.21,51.5,43.67,0.05,7.21,0.898844243,0.762185012,0.000872664,0.125838194,636,1023
"Copenhagen, Denmark - London, United Kingdom",LHR,CPH,51.5,-0.45,55.63,12.64,51.5,55.63,-0.45,12.64,0.898844243,0.970926316,-0.007853979,0.220609539,608,978
"Beirut, Lebanon - Cairo, Egypt",CAI,BEY,30.1,31.25,33.82,35.49,30.1,33.82,31.25,35.49,0.525343917,0.590270142,0.545415196,0.61941713,358,576
"Guernsey -channel Isl., United Kingdom - Manchester, United Kingdom",MAN,GCI,53.4,0.1,49.43,-2.6,53.4,49.43,0.1,-2.6,0.932005487,0.862715941,0.001745329,-0.045378544,298,480
"Atlanta, United States Of America - Paris, France",ATL,CDG,42.9,-83.53,49.01,2.54,42.9,49.01,-83.53,2.54,0.748745981,0.855385561,-1.457873003,0.044331347,3933,6329
"Dubai, United Arab Emirates - Lisbon, Portugal",DXB,LIS,49,2.54,38.77,-9.13,49,38.77,2.54,-9.13,0.855211028,0.676663909,0.044331347,-0.159348504,914,1471
"Alma Ata, Kazakhstan - Atyrau, Kazakhstan",ALA,GUW,43.4,77.03,47.11,51.85,43.4,47.11,77.03,51.85,0.757472625,0.822224317,1.344426642,0.904952894,1247,2007
"Bahrain, Bahrain - Muscat, Oman",MCT,BAH,23.6,58.29,26.27,50.63,23.6,26.27,58.29,50.63,0.411897556,0.458497831,1.017352057,0.883659884,515,828
"Brisbane, Australia - Los Angeles, United States Of America",LAX,BNE,34.1,-118.24,-27.4,153.11,34.1,-27.4,-118.24,153.11,0.595157062,-0.478220044,-2.06367657,2.672272662,7188,11569
"Houston, United States Of America - Pittsburgh, United States Of America",IAH,PIT,30,-95.34,48.72,-94.74,30,48.72,-95.34,-94.74,0.523598588,0.850324108,-1.663996314,-1.653524342,1295,2084
"Manchester, United Kingdom - Portland, United States Of America",PDX,MAN,52.3,4.75,53.37,0.1,52.3,53.37,4.75,0.1,0.912806872,0.931481889,0.08290311,0.001745329,208,335
"Paris, France - Singapore, Singapore",CDG,SIN,49,2.54,1.34,103.98,49,1.34,2.54,103.98,0.855211028,0.023387404,0.044331347,1.814792707,6672,10737
"Johannesburg, South Africa - Nice, France",JNB,NCE,49,2.54,43.67,7.21,49,43.67,2.54,7.21,0.855211028,0.762185012,0.044331347,0.125838194,431,693
"Dubai, United Arab Emirates - Madras, India",DXB,MAA,25.3,55.35,13.05,80.23,25.3,13.05,55.35,80.23,0.441568143,0.227765386,0.966039396,1.400277158,1828,2942
"Alma Ata, Kazakhstan - Zurich, Switzerland",ZRH,ALA,50.1,8.56,43.36,77.03,50.1,43.36,8.56,77.03,0.874409643,0.756774493,0.149400131,1.344426642,3164,5092
"Bombay, India - London, United Kingdom",LHR,BOM,51.5,-0.45,19.09,72.86,51.5,19.09,-0.45,72.86,0.898844243,0.333183235,-0.007853979,1.271646438,4486,7219
"Dubai, United Arab Emirates - Riyadh, Saudi Arabia",DXB,RUH,25.3,55.35,24.94,46.71,25.3,24.94,55.35,46.71,0.441568143,0.43528496,0.966039396,0.815243002,542,872
"Chicago, United States Of America - Detroit, United States Of America",DTW,ORD,37.3,-107.75,41.6,-98.93,37.3,41.6,-107.75,-98.93,0.651007578,0.726056709,-1.880591597,-1.726653612,557,896
"Hamburg, Germany - Newark, United States Of America",EWR,HAM,51.5,-0.45,53.64,10.01,51.5,53.64,-0.45,10.01,0.898844243,0.936194276,-0.007853979,0.174707396,463,746
"Bombay, India - Poona, India",BOM,PNQ,19.1,72.86,18.58,73.91,19.1,18.58,72.86,73.91,0.333357768,0.324282059,1.271646438,1.289972389,78,125
"Basel-Mulhouse-Freiburg, Switzerland - San Francisco, United States Of America",SFO,BSL,50.1,8.56,47.55,7.59,50.1,47.55,8.56,7.59,0.874409643,0.829903763,0.149400131,0.132470443,182,293
"London, United Kingdom - Sydney, Australia",SYD,LHR,-33.9,151.23,51.47,-0.45,-33.9,51.47,151.23,-0.45,-0.591666405,0.898320645,2.639460484,-0.007853979,10587,17037
"Doha, Qatar - Sao Paulo, Brazil",DOH,GRU,25.3,51.56,-23.42,-46.48,25.3,-23.42,51.56,-46.48,0.441568143,-0.408755965,0.899891441,-0.811228746,7374,11867
"Dubai, United Arab Emirates - Washington Dc, United States Of America",DXB,IAD,40.6,-73.79,38.96,-77.45,40.6,38.96,-73.79,-77.45,0.708603423,0.679980033,-1.287877995,-1.351757022,225,362
"Hanover, Germany - Munich, Germany",HAJ,MUC,52.5,9.7,48.34,11.77,52.5,48.34,9.7,11.77,0.91629753,0.843691859,0.169296877,0.20542518,302,486
"Amsterdam, Netherlands - Hanover, Germany",AMS,HAJ,52.3,4.75,52.46,9.7,52.3,52.46,4.75,9.7,0.912806872,0.915599398,0.08290311,0.169296877,209,337
"Frankfurt, Germany - Munich, Germany",MUC,FRA,48.3,11.77,50.05,8.56,48.3,50.05,11.77,8.56,0.842993727,0.873536978,0.20542518,0.149400131,189,304
"Amsterdam, Netherlands - Zurich, Switzerland",AMS,ZRH,52.3,4.75,47.45,8.57,52.3,47.45,4.75,8.57,0.912806872,0.828158434,0.08290311,0.149574663,376,605
"Chicago, United States Of America - Montreal, Canada",YUL,ORD,45.5,-73.75,41.6,-98.93,45.5,41.6,-73.75,-98.93,0.794124526,0.726056709,-1.287179863,-1.726653612,1285,2068
"Milan, Italy - Trieste, Italy",LIN,TRS,45.5,9.18,45.65,13.77,45.5,45.65,9.18,13.77,0.794124526,0.796742519,0.160221168,0.240331752,222,358
"Boston, United States Of America - Denver, United States Of America",BOS,DEN,42.2,-71,39.77,-104.86,42.2,39.77,-71,-104.86,0.736528681,0.694117195,-1.239183326,-1.830151599,1764,2839
"Johannesburg, South Africa - Nairobi, Kenya",NBO,JNB,-1.3,36.81,-26.13,28.23,-1.3,-26.13,36.81,28.23,-0.022689272,-0.45605437,0.642455468,0.492706272,1810,2913
"Abu Dhabi, United Arab Emirates - Manchester, United Kingdom",AUH,MAN,24.4,54.64,53.37,0.1,24.4,53.37,54.64,0.1,0.425860185,0.931481889,0.953647562,0.001745329,3438,5533
"Abu Dhabi, United Arab Emirates - Manila, Philippines",MNL,AUH,14.5,121.02,24.42,54.64,14.5,24.42,121.02,54.64,0.253072651,0.426209251,2.112196706,0.953647562,4345,6993
"Lima, Peru - Santiago, Chile",LIM,SCL,-12,-77.11,-33.39,-70.79,-12,-33.39,-77.11,-70.79,-0.209439435,-0.582765229,-1.345822905,-1.235518136,1533,2466
"Santa Ana, United States Of America - Sao Paulo, Brazil",GRU,SNA,32.9,-97.04,37.41,-86.16,32.9,37.41,-97.04,-86.16,0.574213119,0.65292744,-1.693666901,-1.503775146,689,1109
"Hamburg, Germany - London, United Kingdom",LGW,HAM,51.2,-0.16,53.64,10.01,51.2,53.64,-0.16,10.01,0.893608257,0.936194276,-0.002792526,0.174707396,460,741
"London, United Kingdom - Pittsburgh, United States Of America",LHR,PIT,39,-77.45,48.72,-94.74,39,48.72,-77.45,-94.74,0.680678165,0.850324108,-1.351757022,-1.653524342,1089,1753
"Dallas, United States Of America - New York, United States Of America",DFW,LGA,32.9,-97.04,40.77,-73.88,32.9,40.77,-97.04,-73.88,0.574213119,0.711570482,-1.693666901,-1.28944879,1387,2233
"Hong Kong, Hong Kong - London, United Kingdom",HKG,LHR,22.3,113.94,51.47,-0.45,22.3,51.47,113.94,-0.45,0.389208284,0.898320645,1.988627439,-0.007853979,5992,9643
"Sydney, Australia - Tokyo, Japan",NRT,SYD,35.8,140.39,-33.92,151.23,35.8,-33.92,140.39,151.23,0.624827649,-0.592015471,2.450266861,2.639460484,4873,7842
"Melbourne, Australia - Sydney, Australia",MEL,SYD,-37.7,144.85,-33.92,151.23,-37.7,-33.92,144.85,151.23,-0.657988893,-0.592015471,2.528108518,2.639460484,443,713
"Hong Kong, Hong Kong - Los Angeles, United States Of America",LAX,HKG,34.1,-118.24,22.32,113.94,34.1,22.32,-118.24,113.94,0.595157062,0.38955735,-2.06367657,1.988627439,7254,11675
"Denver, United States Of America - Los Angeles, United States Of America",DEN,LAX,39.8,-104.86,34.05,-118.24,39.8,34.05,-104.86,-118.24,0.694640794,0.594284398,-1.830151599,-2.06367657,839,1350
"Geneva, Switzerland - Houston, United States Of America",IAH,GVA,40.7,-74.18,46.23,6.11,40.7,46.23,-74.18,6.11,0.710348752,0.806865425,-1.294684776,0.106639579,3873,6232
"Dubai, United Arab Emirates - Melbourne, Australia",MEL,DXB,-37.7,144.85,25.25,55.35,-37.7,25.25,144.85,55.35,-0.657988893,0.440695479,2.528108518,0.966039396,7245,11660
"London, United Kingdom - Los Angeles, United States Of America",LHR,LAX,51.5,-0.45,34.05,-118.24,51.5,34.05,-0.45,-118.24,0.898844243,0.594284398,-0.007853979,-2.06367657,5436,8749
"Accra, Ghana - Lagos, Nigeria",LOS,ACC,6.6,3.32,5.6,-0.17,6.6,5.6,3.32,-0.17,0.115191689,0.097738403,0.05794491,-0.002967059,250,402
"Tel Aviv-yafo, Israel - Zurich, Switzerland",ZRH,TLV,47.5,8.57,32.01,34.89,47.5,32.01,8.57,34.89,0.829031098,0.558679694,0.149574663,0.608945158,1748,2813
"San Francisco, United States Of America - Shanghai, China",PVG,SFO,31.1,121.8,37.61,-122.39,31.1,37.61,121.8,-122.39,0.542797203,0.656418097,2.125810269,-2.136107708,6146,9891
"Newark, United States Of America - San Francisco, United States Of America",SFO,EWR,37.6,-122.39,40.69,-74.18,37.6,40.69,-122.39,-74.18,0.656243564,0.710174219,-2.136107708,-1.294684776,2562,4124
"Albuquerque, United States Of America - San Francisco, United States Of America",ABQ,SFO,39.8,-104.86,37.61,-122.39,39.8,37.61,-104.86,-122.39,0.694640794,0.656418097,-1.830151599,-2.136107708,957,1540
"Manila, Philippines - New York, United States Of America",MNL,JFK,14.5,121.02,40.64,-73.79,14.5,40.64,121.02,-73.79,0.253072651,0.709301554,2.112196706,-1.287877995,8520,13711
"New York, United States Of America - Panama City, Panama",JFK,PTY,40.6,-73.79,9.07,-79.38,40.6,9.07,-73.79,-79.38,0.708603423,0.158301307,-1.287877995,-1.385441865,2208,3553
"Boston, United States Of America - Toronto, Canada",BOS,YYZ,42.2,-71,43.68,-79.61,42.2,43.68,-71,-79.61,0.736528681,0.762359545,-1.239183326,-1.389456121,448,720
"Cape Town, South Africa - George, South Africa",CPT,GRJ,-34,18.59,-34,22.38,-34,-34,18.59,22.38,-0.593411733,-0.593411733,0.324456592,0.390604547,217,350
"Munich, Germany - Zurich, Switzerland",MUC,ZRH,48.3,11.77,47.45,8.57,48.3,47.45,11.77,8.57,0.842993727,0.828158434,0.20542518,0.149574663,160,257
"Perth, Australia - Sydney, Australia",SYD,PER,-33.9,151.23,-31.94,115.97,-33.9,-31.94,151.23,115.97,-0.591666405,-0.557457964,2.639460484,2.02405761,2042,3286
"Johannesburg, South Africa - Washington Dc, United States Of America",JNB,IAD,-26.1,28.23,38.96,-77.45,-26.1,38.96,28.23,-77.45,-0.455530772,0.679980033,0.492706272,-1.351757022,8143,13105
"Amsterdam, Netherlands - Geneva, Switzerland",GVA,AMS,46.2,6.11,52.31,4.75,46.2,52.31,6.11,4.75,0.806341826,0.912981405,0.106639579,0.08290311,427,687
"Bogota, Colombia - Santiago, Chile",SCL,BOG,-33.4,-70.79,4.7,-74.14,-33.4,4.7,-70.79,-74.14,-0.582939762,0.082030446,-1.235518136,-1.293986645,2644,4256
"Seoul, Republic Of Korea - Zurich, Switzerland",ICN,ZRH,48.3,11.77,47.45,8.57,48.3,47.45,11.77,8.57,0.842993727,0.828158434,0.20542518,0.149574663,160,257
"Austin, United States Of America - New York, United States Of America",AUS,LGA,32.9,-97.04,40.77,-73.88,32.9,40.77,-97.04,-73.88,0.574213119,0.711570482,-1.693666901,-1.28944879,1387,2233
"Doha, Qatar - Geneva, Switzerland",GVA,DOH,46.2,6.11,25.27,51.56,46.2,25.27,6.11,51.56,0.806341826,0.441044544,0.106639579,0.899891441,2881,4636
"London, United Kingdom - Lugano, Switzerland",LCY,LUG,47.5,8.57,46,8.91,47.5,46,8.57,8.91,0.829031098,0.802851169,0.149574663,0.155508781,105,169
"Belfast, United Kingdom - Glasgow, United Kingdom",BFS,GLA,54.7,-6.22,55.86,-4.43,54.7,55.86,-6.22,-4.43,0.954694759,0.974940572,-0.108559441,-0.077318058,107,172
"Calgary, Canada - Edmonton, Canada",YYC,YEG,51.1,-114.01,53.31,-113.58,51.1,53.31,-114.01,-113.58,0.891862929,0.930434692,-1.989849169,-1.982344256,154,248
"Moscow, Russia - Tselinograd, Kazakhstan",SVO,TSE,56,37.42,51.03,71.48,56,51.03,37.42,71.48,0.977384032,0.890641199,0.653101973,1.247560903,1427,2296
"East Midlands, United Kingdom - Glasgow, United Kingdom",EMA,GLA,52.8,-1.33,55.86,-4.43,52.8,55.86,-1.33,-4.43,0.921533516,0.974940572,-0.023212871,-0.077318058,246,396
"Dubai, United Arab Emirates - Lisbon, Portugal",LIS,DXB,38.8,-9.13,25.25,55.35,38.8,25.25,-9.13,55.35,0.677187508,0.440695479,-0.159348504,0.966039396,3817,6143
"Newark, United States Of America - Poona, India",PNQ,EWR,50.1,8.56,40.69,-74.18,50.1,40.69,8.56,-74.18,0.874409643,0.710174219,0.149400131,-1.294684776,3862,6215
"Melbourne, Australia - Perth, Australia",PER,MEL,-31.9,115.97,-37.67,144.85,-31.9,-37.67,115.97,144.85,-0.556759832,-0.657465294,2.02405761,2.528108518,1681,2706
"Athens, Greece - Milan, Italy",MXP,ATH,45.5,9.18,37.89,23.72,45.5,37.89,9.18,23.72,0.794124526,0.661305017,0.160221168,0.413991951,915,1472
